ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,transcript_biotype
ENSG00000083290,464.499469967386,-0.0419982144245078,0.0436302615953321,0.320930661397506,0.476418911983454,ULK2,protein_coding
ENSG00000108599,1372.22886388947,0.135104924317687,0.0348289421124243,8.12275171630668e-05,0.000495326026093675,AKAP10,protein_coding
ENSG00000128487,1763.07779176497,0.0573031512728956,0.073190924087642,0.394870849803146,0.552453369300938,SPECC1,protein_coding
ENSG00000170298,96.7981257508565,0.0502215480875179,0.103291437338037,0.563518070962752,0.701054309208086,LGALS9B,protein_coding
ENSG00000214819,0.167786371850232,0.00514408207932152,0.182824255877506,0.718504672155348,NA,CDRT15L2,protein_coding
ENSG00000188013,3.61588594599642,0.272384727966522,0.231194580404834,0.03939128402931,0.0945520360516337,MEIS3P2,protein_coding
ENSG00000124422,2323.60294494171,-0.0831682985042147,0.03646040955377,0.0195184889093782,0.0533494810934489,USP22,protein_coding
ENSG00000109016,319.775436049823,0.188026755238656,0.0457556169044502,2.0704236274616e-05,0.000150624608695951,DHRS7B,protein_coding
ENSG00000178307,287.931065278606,0.101769300971049,0.0452158748302511,0.0208751169830766,0.0562908838348623,TMEM11,protein_coding
ENSG00000274180,1661.82597105985,0.263556918057804,0.083884430428903,0.000594296567519353,0.00277885079753967,NATD1,protein_coding
ENSG00000034152,3442.85442253916,0.22018210001465,0.0869158006162317,0.00488579392768776,0.0168027748035032,MAP2K3,protein_coding
ENSG00000184185,1.92314198695451,0.0170864024856292,0.141058768027938,0.857188866290663,0.913898002725167,KCNJ12,protein_coding
ENSG00000260458,0.218777183619467,0.00369840262586444,0.18215146449995,0.990700906530639,NA,KCNJ18,protein_coding
ENSG00000109046,5026.89246613853,0.470760367339602,0.0603511314190255,2.2865908984008e-15,1.96346766873086e-13,WSB1,protein_coding
ENSG00000141068,1160.64123239213,-0.111683190240237,0.0529814976779492,0.0268608570242363,0.069357086579189,KSR1,protein_coding
ENSG00000168961,3831.13550414273,0.733577011556909,0.0889364260297178,7.84824013433407e-17,8.97205138730468e-15,LGALS9,protein_coding
ENSG00000007171,1.94570164828858,-0.164634105532425,0.171784622779055,0.130600747119498,0.244358382624916,NOS2,protein_coding
ENSG00000232859,155.063732516639,-0.0245676362538484,0.0423851512494666,0.587028848668353,0.720458389450897,LYRM9,protein_coding
ENSG00000087095,501.490660521007,-0.00810758581669854,0.0301846167511576,0.798962196103144,0.875474526976895,NLK,protein_coding
ENSG00000109084,132.78882527237,0.0464045454838529,0.039377588763891,0.216833364218673,0.358629723408803,TMEM97,protein_coding
ENSG00000109083,289.145139363286,0.0978842773725348,0.0419512904293194,0.0166904434987876,0.0467956227637536,IFT20,protein_coding
ENSG00000109079,414.476850814812,-0.0562777602374486,0.0210228937377967,0.0069622152612371,0.0225837271878337,TNFAIP1,protein_coding
ENSG00000004142,853.059249269628,0.101639202765068,0.0336519009620165,0.0021708393386427,0.00848614185115264,POLDIP2,protein_coding
ENSG00000244045,630.332749758369,0.0742683184188109,0.0267494585595931,0.0050846760937325,0.0173780996363371,VMA12,protein_coding
ENSG00000274529,8.78054238355365,0.0762205213790807,0.0906796303114169,0.334606368584147,0.490902594249814,SEBOX,protein_coding
ENSG00000109072,20.3588325643472,0.11580993745256,0.0664316082424576,0.0587805251780637,0.130229178250437,VTN,protein_coding
ENSG00000004139,600.700107077689,-0.194324295902119,0.039622703678313,4.33616085024923e-07,5.06695347630416e-06,SARM1,protein_coding
ENSG00000076351,426.576143816902,-0.198090998933753,0.0378004782477771,7.11769941308029e-08,1.02018566285517e-06,SLC46A1,protein_coding
ENSG00000007216,0.181444139585894,-0.0151841303434898,0.184654668486251,1,NA,SLC13A2,protein_coding
ENSG00000109101,0.306643807055452,0.0131031285766575,0.182755402817451,0.682181823989628,NA,FOXN1,protein_coding
ENSG00000109103,2213.17863184356,-0.0137605781355702,0.0471422601292524,0.761691235532305,0.849882972362472,UNC119,protein_coding
ENSG00000087111,923.275376082241,-0.0804445697508657,0.0328398395725236,0.0124980840334988,0.0368600731531132,PIGS,protein_coding
ENSG00000109107,258.289112016679,-0.418164705493944,0.0596417711495791,2.0371874563394e-13,1.12875055062636e-11,ALDOC,protein_coding
ENSG00000076382,111.731273019678,0.340970911332341,0.083412646846257,1.11451028243862e-05,8.68942548473201e-05,SPAG5,protein_coding
ENSG00000167524,177.924107006351,-0.0960083098095964,0.0497280017687955,0.0432284376235862,0.101830444486444,RSKR,protein_coding
